id,image_name,image_organ,answer,answer_type,question_type,question,phrase_type
661,images/synpic57520.jpg,No. The CT head scan shows <task_related_visual>no hyperdense areas</task_related_visual> that would suggest the presence of blood.,CLOSED,PRES,Is there <task_related>blood present</task_related>?,para
662,images/synpic57520.jpg,"No. The image shows <task_related_visual>a homogenous brain parenchyma without hyperdense regions</task_related_visual>, indicating the absence of blood.",CLOSED,PRES,<task_related>Is/Are</task_related> there <task_related>blood</task_related> present?,frame
664,images/synpic13385.jpg,"Left. The <task_related_visual>left lung shows diffuse increased opacification</task_related_visual> and <task_related_visual>consolidation compared to the right</task_related_visual>, indicating more extensive infiltration.",OPEN,POS,<task_related>Which lung</task_related> has <task_related>more extensive infiltration</task_related>?,freeform
665,images/synpic13385.jpg,"Left. The infiltrates are <task_related_visual>most dense in the left upper and mid-zones of the lung</task_related_visual>, exhibiting <task_related_visual>patchy and confluent opacities</task_related_visual>.",OPEN,POS,<task_related>Where</task_related> is/are the <task_related>most infiltrates located</task_related>?,frame
666,images/synpic13385.jpg,Left lung. <task_related_visual>Increased radiopacity and diffuse patchy infiltrates are seen throughout the left lung</task_related_visual>.,OPEN,POS,<task_related>Where</task_related> are the <task_related>most infiltrates located</task_related>?,para
667,images/synpic13385.jpg,"Left lung. The chest X-ray shows <task_related_visual>increased opacification predominantly in the left lung</task_related_visual>, indicating infiltrates in this area.",OPEN,POS,<task_related>Where</task_related> is/are the <task_related>most infiltrates located</task_related>?,frame
668,images/synpic33689.jpg,"Edematous. <task_related_visual>Wall thickening</task_related_visual> and <task_related_visual>hypoattenuation of the duodenum</task_related_visual>, suggesting edema and inflammation.",OPEN,ATTRIB,<task_related>How would you describe</task_related> the <task_related>duodenum</task_related>?,para
669,images/synpic33689.jpg,"Edematous. The wall of the duodenum appears <task_related_visual>thickened</task_related_visual>, consistent with <task_related_visual>edema</task_related_visual>. Thickened bowel walls may indicate inflammation or edema.",OPEN,ATTRIB,<task_related>How would you describe</task_related> the <task_related>duodenum</task_related>?,frame
670,images/synpic33689.jpg,"Yes. The duodenum exhibits <task_related_visual>wall thickening and hypoattenuation</task_related_visual>, consistent with edema on this abdominal CT scan.",CLOSED,"ATTRIB, PRES",Is the <task_related>duodenum edematous</task_related>?,freeform
671,images/synpic24390.jpg,Right side. The <task_related_visual>radiopaque area denoting air</task_related_visual> is larger on the <task_related_visual>right side of the patient's chest</task_related_visual> in the provided X-ray.,CLOSED,POS,Is the <task_related>largest air collection</task_related> on the <task_related>patient's left or the right side</task_related>?,para
672,images/synpic24390.jpg,"Right lung base. The largest air collection is seen as <task_related_visual>an area of radiolucency</task_related_visual> in the <task_related_visual>right lung base, adjacent to the diaphragm</task_related_visual>.",OPEN,POS,<task_related>Where</task_related> is the <task_related>largest air collection</task_related> in this image?,freeform
673,images/synpic31955.jpg,"Anterior mediastinum. In the region <task_related_visual>anterior to the heart and behind the sternum, there is an abnormal mass-like opacity</task_related_visual>.",OPEN,POS,<task_related>Where</task_related> is the <task_related>lesion located</task_related>?,para
674,images/synpic31955.jpg,"Anterior mediastinum. The lesion is located in the anterior mediastinum, which is evidenced by an <task_related_visual>abnormal opacity in this region</task_related_visual> on the chest X-ray.",OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lesion</task_related> located?,frame
675,images/synpic31955.jpg,Right lung hilum. The primary lesion is located in the <task_related_visual>right hilum; there is increased density and irregular contours</task_related_visual> compared to the left hilum.,OPEN,POS,<task_related>What is the location</task_related> of the <task_related>primary lesion</task_related>?,freeform
676,images/synpic31955.jpg,Right lung hilum. The lesion is visible as <task_related_visual>increased density at the right lung hilum region</task_related_visual>.,OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lesion</task_related> located?,frame
677,images/synpic13385.jpg,"No. This is a chest X-ray showing <task_related_visual>extensive bilateral opacities consistent with pulmonary pathology</task_related_visual>, such as consolidation or pulmonary edema.",CLOSED,ABN,Is the <task_related>air under the left hemidiaphragm</task_related> <task_related>pathologic</task_related>?,para
678,images/synpic13385.jpg,"No. The gas under the left hemidiaphragm appears physiological, typically resulting from <task_related_visual>stomach gas</task_related_visual>. There's no evidence of <task_related_visual>pneumoperitoneum, which would show crescentric gas outlining the entire diaphragm</task_related_visual>.",CLOSED,ABN,Is/Are the <task_related>air under the left hemidiaphragm pathologic</task_related>?,frame
679,images/synpic13385.jpg,No. The chest X-ray does not show evidence of <task_related_visual>subdiaphragmatic air as there are no crescentic gas shadows beneath the diaphragm</task_related_visual>.,CLOSED,PRES,Is <task_related>subdiaphragmatic air</task_related> present on the <task_related>left side</task_related>?,freeform
680,images/synpic13385.jpg,No. There is no evidence of <task_related_visual>subdiaphragmatic air on the patient's left side; the diaphragm contour is intact without any visible free air beneath it</task_related_visual>.,CLOSED,PRES,Is/Are there <task_related>subdiaphragmatic air</task_related> in the patient's <task_related>left side</task_related>?,frame
681,images/synpic57520.jpg,"Left. The lateral ventricle is visible on the left side, with its <task_related_visual>characteristic C-shaped appearance evident in this head CT scan</task_related_visual>.",OPEN,POS,<task_related>Which side</task_related> is the <task_related>lateral ventricle</task_related> visible on?,freeform
682,images/synpic57520.jpg,Left. <task_related_visual>The lateral ventricles are seen as dark CSF-filled spaces</task_related_visual>; the <task_related_visual>left one is adjacent to the midline toward the left side of the brain</task_related_visual>.,OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lateral ventricle</task_related> located?,frame
683,images/synpic57520.jpg,"left hemisphere. The lateral ventricle is seen in the <task_related_visual>left cerebral hemisphere</task_related_visual> as a dark, <task_related_visual>CSF-filled space</task_related_visual>.",OPEN,POS,<task_related>Where</task_related> is the <task_related>lateral ventricle</task_related>?,para
684,images/synpic57520.jpg,"left hemisphere. The lateral ventricle is the large, CSF-filled space seen in the left hemisphere. It's bordered by <task_related_visual>brain tissue with a midline shift toward the right</task_related_visual>.",OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lateral ventricle</task_related> located?,frame
685,images/synpic21604.jpg,"Right lobe. <task_related_visual>Hypodense, well-circumscribed mass in the right hepatic lobe</task_related_visual>, suggesting the lesion's location.",OPEN,POS,<task_related>Where</task_related> is the <task_related>lesion located</task_related>?,para
686,images/synpic21604.jpg,"Right lobe. The lesion is located in the <task_related_visual>right hepatic lobe</task_related_visual>, characterized by a <task_related_visual>hypodense area</task_related_visual> on this axial CT image of the abdomen.",OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lesion</task_related> located?,frame
687,images/synpic21604.jpg,"Right lobe. The lesion is in the <task_related_visual>right hepatic lobe</task_related_visual>, characterized by a <task_related_visual>well-circumscribed, hypodense area</task_related_visual> in contrast to the surrounding parenchyma on this axial CT scan.",OPEN,POS,<task_related>Which liver lobe</task_related> is the <task_related>lesion</task_related> in?,freeform
688,images/synpic21604.jpg,Right lobe. The lesion is in the <task_related_visual>right lobe of the liver</task_related_visual>; it appears as <task_related_visual>a hypodense area on this axial CT image</task_related_visual>.,OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lesion</task_related> located?,frame
689,images/synpic35914.jpg,"No. The CT scan shows <task_related_visual>no bowel-within-bowel configuration or mesenteric fat sign</task_related_visual>, hence no evidence of intussusception.",CLOSED,PRES,Is there an <task_related>intussusception present</task_related>?,para
690,images/synpic35914.jpg,No. The CT image of the abdomen shows <task_related_visual>no evidence of intussusception; bowel loops appear normal without telescoping segments</task_related_visual>.,CLOSED,PRES,<task_related>Is</task_related>/<task_related>Are</task_related> there <task_related>an intussusception</task_related> present?,frame
691,images/synpic35914.jpg,"No. This is a CT scan of the abdomen. There is no <task_related_visual>""target sign"" or ""sausage-shaped"" mass</task_related_visual> indicative of intussusception visible on the <task_related_visual>right side</task_related_visual>.",CLOSED,PRES,Is there <task_related>evidence</task_related> of <task_related>intussusception</task_related> on the <task_related>right side</task_related>?,freeform
692,images/synpic35914.jpg,No. Abdominal CT scan shows <task_related_visual>no characteristic 'target sign' or 'sausage-shaped' mass</task_related_visual> indicating there is no intussusception present.,CLOSED,PRES,Is/Are there <task_related>an intussusception</task_related> present?,frame
693,images/synpic47783.jpg,No. The right hilum does not show a mass; the <task_related_visual>mediastinal and hilar contours are unremarkable without visible mass effect</task_related_visual>.,CLOSED,PRES,Is there a <task_related>mass</task_related> in the <task_related>right hilum</task_related>?,para
694,images/synpic47783.jpg,No. The right hilum does not show a mass; it has <task_related_visual>normal contour and density</task_related_visual> for the given X-ray.,CLOSED,PRES,<task_related>Is/Are there a mass</task_related> in the patient's <task_related>right hilum</task_related>?,frame
695,images/synpic47783.jpg,No. The <task_related_visual>right hilum does not show a mass lesion</task_related_visual>; it has <task_related_visual>normal contour and density without focal opacity or enlargement</task_related_visual>.,CLOSED,PRES,Is there <task_related>evidence</task_related> of a <task_related>mass lesion</task_related> at the <task_related>right hilum</task_related>?,freeform
696,images/synpic47783.jpg,No. The <task_related_visual>right hilum is not obscured</task_related_visual> and shows <task_related_visual>no evidence of a mass</task_related_visual>; it maintains normal size and contour.,CLOSED,PRES,<task_related>Is/Are there a mass</task_related> in the patient's <task_related>right hilum</task_related>?,frame
697,images/synpic31962.jpg,"No. The <task_related_visual>left 5th rib appears intact</task_related_visual> with <task_related_visual>no signs of discontinuity or deformity</task_related_visual>, indicating the absence of a fracture.",CLOSED,PRES,Is there a <task_related>fracture</task_related> on the <task_related>left 5th rib</task_related>?,freeform
698,images/synpic31962.jpg,No. The <task_related_visual>5th rib is intact; there are no lines of discontinuity or cortical irregularities</task_related_visual> that would suggest a fracture.,CLOSED,PRES,Is/Are there <task_related>fracture</task_related> in the patient's <task_related>5th rib</task_related>?,frame
699,images/synpic31962.jpg,No. The left fifth rib is intact with no visible fractures; <task_related_visual>bony continuity is maintained throughout its course</task_related_visual>.,CLOSED,PRES,Is the <task_related>left fifth rib broken</task_related>?,para
700,images/synpic31962.jpg,No. The ribs including the <task_related_visual>5th show no signs of discontinuity or cortical irregularity</task_related_visual> that would suggest a fracture.,CLOSED,PRES,Is/Are there <task_related>fracture</task_related> in the patient's <task_related>5th rib</task_related>?,frame
701,images/synpic24390.jpg,"No. <task_related_visual>Radiolucencies indicative of subcutaneous air are not observed</task_related_visual>; the soft tissue planes appear normal, with no signs of air dissecting into the tissues.",CLOSED,PRES,Is <task_related>subcutaneous air</task_related> present?,para
702,images/synpic24390.jpg,No. The chest X-ray shows no <task_related_visual>radiolucent areas suggesting subcutaneous air in the soft tissue planes around the chest</task_related_visual>.,CLOSED,PRES,Is/Are there <task_related>subcutaneous air</task_related> present?,frame
703,images/synpic24390.jpg,No. The lack of <task_related_visual>hypodense areas precludes subcutaneous air collection</task_related_visual>; the soft tissues appear normal.,CLOSED,PRES,Is there <task_related>evidence of subcutaneous air collection</task_related>?,freeform
704,images/synpic24390.jpg,"No. The chest X-ray image shows <task_related_visual>no evidence of subcutaneous air; no characteristic radiolucent, gas-like structures</task_related_visual> are seen in the soft tissues.",CLOSED,PRES,<task_related>Is/Are</task_related> there <task_related>subcutaneous air</task_related> present?,frame
705,images/synpic45557.jpg,"No. The ribs appear <task_related_visual>intact with no cortical breaks or displacement</task_related_visual>, indicating no fractures.",CLOSED,PRES,<task_related>Are any ribs</task_related> in the image <task_related>fractured</task_related>?,freeform
706,images/synpic45557.jpg,"No. <task_related_visual>Ribs appear intact and well-defined without cortical disruption</task_related_visual>, indicating no fractures.",CLOSED,PRES,<task_related>Is/Are</task_related> there <task_related>fracture</task_related> in the patient's <task_related>ribs</task_related>?,frame
707,images/synpic45557.jpg,"No. The bones are intact without <task_related_visual>signs of breakage or misalignment</task_related_visual> on the chest X-ray, indicating the absence of fractures.",CLOSED,PRES,Are there <task_related>any fractures</task_related> present?,para
708,images/synpic45557.jpg,"No. The ribcage is intact, with no signs of <task_related_visual>bony disruption or cortical irregularity</task_related_visual> which would suggest fractures.",CLOSED,PRES,<task_related>Is/Are there any fractures</task_related> present?,frame
710,images/synpic34449.jpg,On the right shoulder. <task_related_visual>Radiolucent areas over the right shoulder suggest subcutaneous air collections</task_related_visual>.,OPEN,POS,<task_related>Where</task_related> is/are the <task_related>subcutaneous air collection</task_related>?,frame
712,images/synpic34449.jpg,"Yes. The chest X-ray shows <task_related_visual>streaky radiolucencies in the right neck</task_related_visual>, consistent with <task_related_visual>subcutaneous emphysema (air)</task_related_visual>.",CLOSED,PRES,<task_related>Is/Are there subcutaneous air present</task_related> in the <task_related>patient's right neck</task_related>?,frame
714,images/synpic23053.jpg,No. The opacity near the left lung apex is not pathologic; it is a <task_related_visual>superimposed artifact from external telemetry leads</task_related_visual>.,CLOSED,ABN,Is the <task_related>opacity</task_related> near the <task_related>left lung apex</task_related> pathologic?,para
715,images/synpic23053.jpg,"No. The opacity at the <task_related_visual>left lung apex appears as a normal superior sulcus</task_related_visual> (pleural cap), which is a common anatomical variant.",CLOSED,ABN,Is/Are the <task_related>opacity</task_related> near the <task_related>left lung apex</task_related> pathologic?,frame
716,images/synpic23053.jpg,"Pacemaker. Visible is a <task_related_visual>cardiac pacemaker</task_related_visual> in the <task_related_visual>left upper chest region</task_related_visual>, characterized by radiopaque components and leads.",OPEN,PRES,<task_related>What</task_related> is the <task_related>opacity</task_related> near the <task_related>left lung apex</task_related>?,freeform
717,images/synpic23053.jpg,"Pacemaker. <task_related_visual>Radio-opaque device with leads in the left chest apex</task_related_visual>, compatible with a pacemaker. Visible due to its <task_related_visual>denser appearance than surrounding tissues</task_related_visual> on the chest X-ray.",OPEN,PRES,<task_related>What is/are the opacity</task_related> near/in the <task_related>left lung apex</task_related>?,frame
719,images/synpic13385.jpg,"A bullous lesion. There is a <task_related_visual>rounded lucency in the left upper chest</task_related_visual>, consistent with a <task_related_visual>bullous lesion</task_related_visual>.",OPEN,PRES,<task_related>What</task_related> is/are the <task_related>near/in the left apex</task_related>?,frame
721,images/synpic13385.jpg,No. The <task_related_visual>left apex doesn't show the visible absence of lung markings or deep sulcus sign</task_related_visual> expected with pneumothorax.,CLOSED,PRES,Is/Are there a <task_related>pneumonthorax</task_related> in the patient's <task_related>left apex</task_related>?,frame
723,images/synpic31955.jpg,"Anterior mediastinum. The lesion is identified as <task_related_visual>an increased opacity in the anterior mediastinum</task_related_visual>, <task_related_visual>superior to the heart</task_related_visual>.",OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lesion</task_related> located?,frame
725,images/synpic34449.jpg,"X-ray. The image shows <task_related_visual>radiographic features consistent with a chest X-ray, including bones and lung fields</task_related_visual>.",OPEN,MODALITY,<task_related>How</task_related> was this <task_related>image taken</task_related>?,freeform
727,images/synpic24220.jpg,Not seen here. The kidneys are not visible; the image is an upper abdominal CT slice <task_related_visual>above the level</task_related_visual> where kidneys are usually <task_related_visual>located</task_related_visual>.,OPEN,POS,<task_related>Where</task_related> is/are the <task_related>kidneys located</task_related>?,frame
729,images/synpic23053.jpg,"In the right hilum. <task_related_visual>Increased density in the right hilum</task_related_visual>, consistent with a hilar <task_related_visual>lesion</task_related_visual>. The surrounding lung fields are clear.",OPEN,POS,<task_related>Where</task_related> is the <task_related>lesion</task_related>?,para
730,images/synpic23053.jpg,In the right hilum. Increased opacity in the <task_related_visual>right hilum suggests a lesion</task_related_visual> in that area.,OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lesion</task_related> located?,frame
731,images/synpic23053.jpg,"Upper right lobe. The lesion is located in the <task_related_visual>right upper lobe, as indicated by the opacity above the horizontal fissure in the right lung field</task_related_visual>.",OPEN,POS,<task_related>Which</task_related> <task_related>lobe</task_related> is the <task_related>lesion</task_related> located in?,freeform
732,images/synpic23053.jpg,"Upper right lobe. The lesion is evident as <task_related_visual>a large, dense, well-demarcated mass in the upper lobe of the right lung</task_related_visual>.",OPEN,POS,<task_related>Where</task_related> is/are the <task_related>lesion</task_related> located?,frame
736,images/synpic31962.jpg,No. The chest X-ray does not show <task_related_visual>subcutaneous emphysema</task_related_visual>; there is <task_related_visual>no evidence of air in the soft tissues outside of the lung fields</task_related_visual>.,CLOSED,PRES,Is there any <task_related>inappropriate air collection</task_related> in <task_related>subcutaneous tissue</task_related>?,freeform
737,images/synpic31962.jpg,No. The soft tissues around the <task_related_visual>chest do not show the characteristic radiolucent (dark) streaks or collections</task_related_visual> that would indicate the presence of subcutaneous air.,CLOSED,PRES,Is/Are there <task_related>subcutaneous air</task_related> present?,frame
738,images/synpic31962.jpg,No. The chest X-ray shows <task_related_visual>normal subcutaneous tissues without air lucency</task_related_visual> indicating absence of subcutaneous emphysema.,CLOSED,PRES,<task_related>Is subcutaneous air present</task_related>?,para
739,images/synpic31962.jpg,"No. The chest radiograph does not show any evidence of <task_related_visual>subcutaneous air</task_related_visual>, which typically appears as radiolucent streaks or bubbles beneath the skin.",CLOSED,PRES,Is/Are there <task_related>subcutaneous air</task_related> present?,frame
740,images/synpic45557.jpg,"Right lung base. Increased opacity is observed at the <task_related_visual>right lung base</task_related_visual>, suggesting consolidation or effusion.",OPEN,POS,<task_related>Where</task_related> on the image is <task_related>most obscured</task_related>?,freeform
741,images/synpic45557.jpg,"Yes. The <task_related_visual>costophrenic angle on the right is obscured</task_related_visual>, indicating blunting. This could suggest pleural effusion or lung pathology.",CLOSED,"PRES, ATTRIB",Is the <task_related>costophrenic angle blunted</task_related>?,para
742,images/synpic45557.jpg,"Yes. The <task_related_visual>left costophrenic angle appears obscured</task_related_visual>, which suggests blunting, likely due to pleural effusion.",CLOSED,"PRES, ATTRIB",Is/Are the <task_related>costophrenic angle</task_related> <task_related>blunted</task_related>?,frame
743,images/synpic33844.jpg,"Contrast in the intestines. Hyperdense material in the large bowel, likely <task_related_visual>oral contrast agent used for the CT study</task_related_visual>.",OPEN,PRES,<task_related>What are</task_related> the <task_related>opacities</task_related> to the left?,freeform
744,images/synpic49381.jpg,No. The brain MRI shows <task_related_visual>no hyperintense or hypointense areas indicative of acute hemorrhage</task_related_visual> within the visible brain structures.,CLOSED,PRES,Is there any <task_related>hemorrhage</task_related>?,freeform
745,images/synpic21902.jpg,"Calcifications. The aortic wall contains <task_related_visual>hyperdense areas, characteristic of vascular calcifications</task_related_visual> in this abdominal CT scan.",OPEN,PRES,<task_related>What</task_related> are <task_related>those densities in the wall of the aorta</task_related>?,freeform
746,images/synpic58261.jpg,Hypodense. The edema appears <task_related_visual>darker (hypodense) compared to the surrounding brain tissue</task_related_visual> on this CT scan image.,OPEN,COLOR,<task_related>What is the radiological description</task_related> of the <task_related>color of the edema</task_related>?,freeform
747,images/synpic39240.jpg,"no. The cerebellum is not depicted in this axial MRI cut, which displays the <task_related_visual>cerebral hemispheres</task_related_visual>.",CLOSED,PRES,Is the <task_related>cerebellum</task_related> <task_related>visible</task_related>?,freeform
748,images/synpic50949.jpg,"Yes, this is an axial image. The <task_related_visual>cross-sectional view horizontally across the abdomen</task_related_visual> confirms it is an <task_related_visual>axial slice from a CT scan</task_related_visual>.",CLOSED,PLANE,Is this an <task_related>axial image</task_related>?,freeform
749,images/synpic21902.jpg,"No. The <task_related_visual>liver spans multiple intercostal spaces</task_related_visual>, with an <task_related_visual>enlarged right lobe</task_related_visual>, indicative of hepatomegaly.",CLOSED,SIZE,Is the <task_related>liver</task_related> <task_related>normal in size</task_related>?,freeform
752,images/synpic31916.jpg,"yes. The <task_related_visual>lung fields</task_related_visual>, <task_related_visual>heart borders</task_related_visual>, and <task_related_visual>diaphragms</task_related_visual> are clearly visible, indicating proper exposure.",CLOSED,MODALITY,<task_related>Is this film</task_related> properly <task_related>exposed</task_related>?,freeform
753,images/synpic60096.jpg,no. <task_related_visual>The cerebellum is not visible</task_related_visual>; the image focuses on the <task_related_visual>supratentorial brain</task_related_visual>.,CLOSED,PRES,<task_related>Is it possible to see</task_related> the <task_related>cerebellum</task_related> in this image?,freeform
755,images/synpic24538.jpg,"No. The <task_related_visual>cardiac silhouette is within normal size limits</task_related_visual> for the chest X-ray, indicating no dilation.",CLOSED,SIZE,Is the <task_related>heart</task_related> <task_related>dilated</task_related>?,freeform
757,images/synpic52951.jpg,"Left upper lobe. The nodule is seen in the left upper lobe, demonstrated by <task_related_visual>a round opacity superior to the left hilum</task_related_visual>.",OPEN,POS,In which <task_related>lobe</task_related> is the <task_related>nodule</task_related> located?,freeform
758,images/synpic42182.jpg,"Yes. Yes, the <task_related_visual>mass</task_related_visual> on the right side of the image (patient's left) appears consistent in size and location with an <task_related_visual>enlarged kidney</task_related_visual>.",CLOSED,PRES,Is the patient's <task_related>kidney</task_related> this <task_related>large mass</task_related> to the right?,freeform
760,images/synpic19118.jpg,No. The <task_related_visual>right lung shows patchy opacities</task_related_visual> without <task_related_visual>discrete calcified densities</task_related_visual>.,CLOSED,PRES,Are <task_related>these small opacities</task_related> in the <task_related>right lung</task_related> <task_related>calcifications</task_related>?,freeform
761,images/synpic52951.jpg,"No. The trachea is <task_related_visual>midline, with no visible deviation or shifting</task_related_visual>.",CLOSED,PRES,Is there any <task_related>shifting</task_related> on the <task_related>path of the trachea</task_related>?,freeform
762,images/synpic60096.jpg,No. The <task_related_visual>choroid fissures appear symmetrical</task_related_visual> without <task_related_visual>enlargement</task_related_visual> on this axial FLAIR MRI of the brain.,CLOSED,SIZE,Is there <task_related>swelling</task_related> of the <task_related>choroid fissure</task_related>?,freeform
764,images/synpic39240.jpg,"Yes. MRI, characterized by its <task_related_visual>high-contrast resolution of soft tissues, visible gyri and sulci in the brain with no bone or air-related artifacts</task_related_visual>.",CLOSED,MODALITY,Is this a <task_related>MRI image</task_related>?,freeform
765,images/synpic47737.jpg,No. The adjacent <task_related_visual>brain tissue appears normal without edema</task_related_visual>; typical swelling presents as hyperintensity on T2/FLAIR MRI sequences.,CLOSED,PRES,Is there <task_related>swelling</task_related> around the <task_related>lesion</task_related>?,freeform
766,images/synpic52951.jpg,"Lung. The organ principally shown is the <task_related_visual>lung</task_related_visual>, identified by the <task_related_visual>branching air-filled structures and the diaphragm outline</task_related_visual>.",OPEN,ORGAN,<task_related>What is the organ</task_related> principally <task_related>shown</task_related> in this image?,freeform
767,images/synpic34017.jpg,No. The <task_related_visual>basal ganglia appear normal in size</task_related_visual>; they show <task_related_visual>no signs of enlargement or abnormal growth</task_related_visual> on this MRI.,CLOSED,SIZE,<task_related>Are</task_related> the <task_related>basal ganglia enlarged</task_related>?,freeform
768,images/synpic47356.jpg,No. The <task_related_visual>brain parenchyma appears symmetrical</task_related_visual> and without <task_related_visual>additional focal abnormalities or evidence of mass effect</task_related_visual>.,CLOSED,ABN,Is there <task_related>any other alteration</task_related> in the image?,freeform
769,images/synpic60096.jpg,"Imaging artifacts. The lines are consistent with <task_related_visual>radiographic noise or motion artifacts</task_related_visual>, seen as <task_related_visual>irregular, linear distortions</task_related_visual> on the MRI image.",OPEN,PRES,<task_related>What</task_related> are those <task_related>lines</task_related> in the <task_related>posterior brain</task_related>?,freeform
770,images/synpic53978.jpg,"Yes. The <task_related_visual>medullary region is diffusely hyperintense</task_related_visual> on this MRI image, indicative of <task_related_visual>swelling or pathology</task_related_visual>.",CLOSED,SIZE,Is the <task_related>medulla</task_related> <task_related>swollen</task_related>?,freeform
771,images/synpic24319.jpg,Contrast. There are <task_related_visual>hyperdense regions within the intestines indicative of oral contrast material</task_related_visual> commonly used in CT imaging for bowel delineation.,OPEN,PRES,<task_related>What are these densities</task_related> inside the <task_related>intestines</task_related>?,freeform
772,images/synpic31916.jpg,"Posteroanterior. The image shows an <task_related_visual>anterior to posterior orientation</task_related_visual>, characteristic of a <task_related_visual>posteroanterior chest X-ray</task_related_visual>.",OPEN,PLANE,<task_related>What</task_related> is the <task_related>name</task_related> of this image's <task_related>plane</task_related>?,freeform
774,images/synpic41788.jpg,"No. The lesion margins appear distinct without evidence of <task_related_visual>surrounding tissue disruption on diffusion-weighted MRI imaging</task_related_visual>, suggesting non-infiltrative nature.",CLOSED,PRES,Is the <task_related>lesion infiltrating</task_related>?,freeform
775,images/synpic41772.jpg,No. The abdominal contour appears normal; <task_related_visual>no significant distension is evident. The bowel loops and solid organs maintain their expected shapes and sizes</task_related_visual>.,CLOSED,SIZE,Is the <task_related>abdomen distended</task_related>?,freeform
776,images/synpic33844.jpg,"No. The bowel is uniformly enhancing without <task_related_visual>evidence of contrast extravasation</task_related_visual>, indicating no leakage.",CLOSED,PRES,Is there <task_related>leakage of contrast</task_related>?,freeform
777,images/synpic39240.jpg,"Right frontal lobe. There's <task_related_visual>contrast enhancement in the right frontal lobe region</task_related_visual>, consistent with the presence of pathology in that area.",OPEN,POS,In which <task_related>lobe</task_related> is the <task_related>enhancement</task_related>?,freeform
778,images/synpic52951.jpg,"Yes. The image depicts a <task_related_visual>well-circumscribed, round opacity in the right upper lung zone</task_related_visual>, consistent with a solitary pulmonary nodule.",CLOSED,PRES,Is this a <task_related>solitary nodule</task_related>?,freeform
779,images/synpic33844.jpg,"No. The <task_related_visual>peritoneal cavity appears without excess fluid; the abdominal structures and fat planes are well visualized</task_related_visual>, indicating no ascites.",CLOSED,PRES,Is there <task_related>ascites</task_related>?,freeform
781,images/synpic34017.jpg,No. The <task_related_visual>brain parenchyma appears homogeneous without hyperintense or hypointense areas</task_related_visual> that would suggest hemorrhage on this MRI image.,CLOSED,PRES,Is there <task_related>any hemorrhage</task_related>?,freeform
782,images/synpic31916.jpg,"No. The right lung is <task_related_visual>enlarged</task_related_visual>, evidenced by the <task_related_visual>increased width and flattening of the diaphragm</task_related_visual> compared to the left side.",CLOSED,SIZE,Is the <task_related>right lung</task_related> <task_related>normal in size</task_related>?,freeform
783,images/synpic41772.jpg,No. <task_related_visual>Right kidney appears normal</task_related_visual> without evidence of <task_related_visual>cysts</task_related_visual>; renal contours and internal structure show no cystic changes or lesions.,CLOSED,PRES,Is there a <task_related>cyst</task_related> in the <task_related>right kidney</task_related>?,freeform
784,images/synpic60096.jpg,"Axial. The image cuts <task_related_visual>horizontally across the head</task_related_visual>, showing <task_related_visual>cross-sectional views of the brain</task_related_visual>, symmetrically divided.",OPEN,PLANE,<task_related>What</task_related> is the <task_related>plane</task_related> of this image?,freeform
785,images/synpic34017.jpg,No. The <task_related_visual>bilateral temporal lobes appear symmetric</task_related_visual> without <task_related_visual>signal abnormality</task_related_visual>; no lesions or asymmetry are detected on this FLAIR MRI sequence.,CLOSED,ABN,Is there <task_related>involvement</task_related> of the <task_related>temporal lobes</task_related>?,freeform
786,images/synpic41788.jpg,No. The brain ventricles are not discernible; there are <task_related_visual>no clear fluid-filled spaces</task_related_visual> indicative of <task_related_visual>ventricles in this brain MRI image</task_related_visual>.,CLOSED,PRES,Are the <task_related>brain ventricles</task_related> <task_related>visible</task_related>?,freeform
788,images/synpic21410.jpg,No. The anterior abdominal wall appears <task_related_visual>homogenous without fluid collections or evidence of edema</task_related_visual>.,CLOSED,PRES,Is there <task_related>fluid</task_related> in the <task_related>anterior abdominal wall</task_related>?,freeform
789,images/synpic58261.jpg,Yes. The lateral ventricles are visibly <task_related_visual>narrowed</task_related_visual>. This head CT shows <task_related_visual>reduced ventricular size</task_related_visual> consistent with compression or mass effect.,CLOSED,PRES,Are the <task_related>lateral ventricles compressed</task_related>?,freeform
791,images/synpic19118.jpg,"No. The <task_related_visual>left lung field lacks the sharp demarcation of the diaphragm and heart border</task_related_visual>, suggesting a possible mass or <task_related_visual>pneumonia</task_related_visual>.",CLOSED,POS,Is this a <task_related>cyst</task_related> in the <task_related>left lung</task_related>?,freeform
792,images/synpic31916.jpg,"It is shifted to the right. The <task_related_visual>trachea is deviated to the right side</task_related_visual> of the patient's thorax, indicating a shift from its normal midline position.",OPEN,ABN,<task_related>What is happening with the path of the trachea</task_related>?,freeform
